state,office,pres_voteshare_d,name,inc,deny,voteshare_g
CA,SEN,0.649093747138977,"MEUSER, MARK P.",0,0,0.3893549144268036
CA,SOS,0.649093747138977,"BERNOSKY, ROB",0,0,0.3994658291339874
CO,AG,0.5693832039833069,"KELLNER, JOHN",0,0,0.4401935338973999
CO,GOV,0.5693832039833069,"GANAHL, HEIDI",0,1,0.40099188685417175
CO,H,0.8135921359062195,"QUALTERI, JENNIFER",0,1,0.1791556030511856
CO,H,0.7045443654060364,"DAWSON, MARSHALL",0,0,0.28583380579948425
CO,H,0.4577426612377167,"BOEBERT, LAUREN",1,1,0.5008345246315002
CO,H,0.40486574172973633,"BUCK, KEN",1,0,0.6249916553497314
CO,H,0.44751790165901184,"LAMBORN, DOUG",1,1,0.5814000368118286
CO,H,0.622182309627533,"MONAHAN, STEVEN",0,0,0.3818126320838928
CO,H,0.5728822350502014,"AADLAND, ERIK",0,1,0.4233826696872711
CO,H,0.523470938205719,"KIRKMEYER, BARBARA",0,0,0.4964072108268738
CO,SEN,0.5693832039833069,"O'DEA, JOE",0,0,0.4247637689113617
CO,SOS,0.5693832039833069,"ANDERSON, PAM",0,0,0.4330209791660309
CT,AG,0.601751446723938,"KORDAS, JESSICA",0,0,0.4205509424209595
CT,GOV,0.601751446723938,"STEFANOWSKI, BOB",0,0,0.4351028800010681
CT,H,0.6425185203552246,"LAZOR, LARRY",0,0,0.38711559772491455
CT,H,0.5583953261375427,"FRANCE, MIKE",0,0,0.40829089283943176
CT,H,0.5998435020446777,"DENARDIS, LESLEY",0,0,0.4171273112297058
CT,H,0.6571136713027954,"STEVENSON, JAYME",0,0,0.3995402157306671
CT,H,0.5545547008514404,"LOGAN, GEORGE",0,0,0.4990370571613312
CT,SEN,0.601751446723938,"LEVY, LEORA R.",0,0,0.43321898579597473
CT,SOS,0.601751446723938,"RAPINI, DOMINIC",0,1,0.43626856803894043
DE,AG,0.5962674617767334,"MURRAY, JULIANNE E.",0,0,0.46167364716529846
DE,H,0.5962674617767334,"MURPHY, LEE",0,1,0.4364926815032959
FL,AG,0.48305246233940125,"MOODY, ASHLEY",1,1,0.6058544516563416
FL,GOV,0.48305246233940125,"DESANTIS, RON",1,1,0.5976551175117493
FL,H,0.33561667799949646,"GAETZ, MATT",1,1,0.6786043643951416
FL,H,0.4444463551044464,"DUNN, NEAL",1,1,0.5980178713798523
FL,H,0.42881104350090027,"CAMMACK, KAT",1,1,0.6327238082885742
FL,H,0.4661332368850708,"BEAN, AARON",0,0,0.6045137047767639
FL,H,0.380569189786911,"WALTZ, MICHAEL",1,1,1
FL,H,0.47197455167770386,"MILLS, CORY",0,1,0.5853278040885925
FL,H,0.41081199049949646,"POSEY, BILL",1,1,0.6491022706031799
FL,H,0.5880134105682373,"MOORE, SCOTTY",0,1,0.46364542841911316
FL,H,0.6607619524002075,"WIMBISH, CALVIN",0,1,0.4006321132183075
FL,H,0.4451634883880615,"WEBSTER, DANIEL",1,1,0.6404480934143066
FL,H,0.3549518585205078,"BILIRAKIS, GUS",1,1,0.7037494778633118
FL,H,0.4658922255039215,"LUNA, ANNA",0,1,0.541165828704834
FL,H,0.5968829989433289,"JUDGE, JAMES",0,0,0.4310126006603241
FL,H,0.48404258489608765,"LEE, LAUREL",0,0,0.5854330062866211
FL,H,0.455055832862854,"BUCHANAN, VERN",1,0,0.6214838027954102
FL,H,0.4196151793003082,"STEUBE, GREG",1,1,0.6424926519393921
FL,H,0.38488543033599854,"FRANKLIN, SCOTT",1,1,1
FL,H,0.3941519558429718,"DONALDS, BYRON",1,1,0.6800559163093567
FL,H,0.76341313123703,"CLARK, DREW",0,1,0.27685993909835815
FL,H,0.4525138735771179,"MAST, BRIAN",1,1,0.6350405812263489
FL,H,0.5886183977127075,"FRANZESE, DAN",0,1,0.44890597462654114
FL,H,0.5664994120597839,"BUDD, JOE",0,0,0.47584038972854614
FL,H,0.7466106414794922,"NAVARRO, JESUS",0,1,0.28214922547340393
FL,H,0.6001810431480408,"SPALDING, CARLA",0,1,0.44906380772590637
FL,H,0.4079229533672333,"DIAZ-BALART, MARIO",1,1,0.7087299823760986
FL,H,0.4984045922756195,"SALAZAR, MARÃ­A",1,1,0.5729314684867859
FL,H,0.46808335185050964,"GIMENEZ, CARLOS",1,1,0.6368687152862549
FL,SEN,0.48305246233940125,"RUBIO, MARCO",1,0,0.5829379558563232
GA,AG,0.5011932849884033,"CARR, CHRIS",1,0,0.526699423789978
GA,GOV,0.5011932849884033,"KEMP, BRIAN",1,0,0.5379465222358704
GA,H,0.4320273995399475,"CARTER, EARL L.",1,1,0.591472327709198
GA,H,0.552215576171875,"WEST, CHRIS",0,0,0.450256884098053
GA,H,0.34777697920799255,"FERGUSON, DREW",1,1,0.6874985694885254
GA,H,0.7918276190757751,"CHAVEZ, JONATHAN",0,0,0.21514762938022614
GA,H,0.8363140225410461,"ZIMM, CHRISTIAN",0,0,0.17521728575229645
GA,H,0.4243098199367523,"MCCORMICK, RICH",0,1,0.6222172975540161
GA,H,0.6306247711181641,"GONSALVES, MARK",0,1,0.38946762681007385
GA,H,0.3604639172554016,"SCOTT, AUSTIN",1,1,0.6857621073722839
GA,H,0.30815693736076355,"CLYDE, ANDREW",1,1,0.7235379219055176
GA,H,0.38151872158050537,"COLLINS, MIKE",0,1,0.6453304290771484
GA,H,0.42206519842147827,"LOUDERMILK, BARRY",1,1,0.6259891986846924
GA,H,0.4486522376537323,"ALLEN, RICK W.",1,1,0.5959652066230774
GA,H,0.8048575520515442,"GONZALES, CAESAR",0,1,0.1822565495967865
GA,H,0.310739129781723,"GREENE, MARJORIE TAYLOR",1,1,0.6586465835571289
GA,SEN,0.5011932849884033,"WALKER, HERSCHEL JUNIOR",0,1,0.49511292576789856
GA,SOS,0.5011932849884033,"RAFFENSPERGER, BRAD",1,0,0.5475274324417114
HI,GOV,0.650326669216156,"AIONA, DUKE",0,0,0.3683789074420929
HI,H,0.6496490836143494,"KRESS, CONRAD",0,0,0.262970894575119
HI,H,0.6509736776351929,"AKANA, JOE",0,1,0.3620510697364807
HI,SEN,0.650326669216156,"MCDERMOTT, BOB",0,0,0.2677343487739563
IA,AG,0.4581673741340637,"BIRD, BRENNA",0,0,0.5085426568984985
IA,GOV,0.4581673741340637,"REYNOLDS, KIM",1,1,0.5948908925056458
IA,H,0.48527705669403076,"MILLER-MEEKS, MARIANNETTE",1,0,0.5340423583984375
IA,H,0.47759881615638733,"HINSON, ASHLEY",1,0,0.5412437319755554
IA,H,0.49824056029319763,"NUNN, ZACH",0,0,0.5034554600715637
IA,H,0.3676123321056366,"FEENSTRA, RANDY",1,0,0.6888402700424194
IA,SEN,0.4581673741340637,"GRASSLEY, CHUCK",1,0,0.560984194278717
IA,SOS,0.4581673741340637,"PATE, PAUL D.",1,0,0.6008437275886536
ID,AG,0.34122857451438904,"LABRADOR, RAÚL R.",0,1,0.6262164115905762
ID,GOV,0.34122857451438904,"LITTLE, BRAD",1,1,0.7490172386169434
ID,H,0.3036764860153198,"FULCHER, RUSS",1,1,0.7304349541664124
ID,H,0.38144007325172424,"SIMPSON, MIKE",1,1,0.6359103918075562
ID,SEN,0.34122857451438904,"CRAPO, MIKE",1,0,0.6786051392555237
ID,SOS,0.34122857451438904,"MCGRANE, PHIL",0,0,0.7246503233909607
IL,AG,0.5865904092788696,"DEVORE, THOMAS G.",0,0,0.44429588317871094
IL,GOV,0.5865904092788696,"BAILEY, DARREN",0,1,0.43555307388305664
IL,H,0.7148115038871765,"CARLSON, ERIC",0,0,0.32964617013931274
IL,H,0.7029619216918945,"LYNCH, THOMAS",0,0,0.32872474193573
IL,H,0.711320161819458,"BURAU, JUSTIN",0,0,0.3150051534175873
IL,H,0.7364597916603088,"FALAKOS, JAMES",0,1,0.2909306287765503
IL,H,0.701623260974884,"HANSON, TOMMY",0,0,0.29288700222969055
IL,H,0.5554263591766357,"PEKAU, KEITH",0,0,0.45639288425445557
IL,H,0.57850581407547,"DARGIS, CHRIS",0,0,0.4311222732067108
IL,H,0.7112730145454407,"RICE, MAXWELL",0,0,0.2830599248409271
IL,H,0.6318063735961914,"SEVERINO, JOSEPH",0,0,0.3699915409088135
IL,H,0.578128457069397,"LAUF, CATALINA",0,1,0.4354698956012726
IL,H,0.2821557819843292,"BOST, MIKE",1,1,0.7500051259994507
IL,H,0.5574136972427368,"DEERING, REGAN",0,1,0.4338308572769165
IL,H,0.5584895610809326,"GRYDER, SCOTT R.",0,0,0.4583882689476013
IL,H,0.30224403738975525,"MILLER, MARY",1,1,0.7114390730857849
IL,H,0.3899448812007904,"LAHOOD, DARIN",1,1,0.6632779240608215
IL,H,0.5398942828178406,"KING, ESTHER JOY",0,0,0.48014944791793823
IL,SEN,0.5865904092788696,"SALVI, KATHY",0,0,0.422078013420105
IL,SOS,0.5865904092788696,"BRADY, DAN",0,0,0.44534632563591003
IN,H,0.5424647331237793,"GREEN, JENNIFER-RUTH",0,0,0.4715898036956787
IN,H,0.34723517298698425,"BANKS, JIM",1,1,0.6847509145736694
IN,H,0.3509213328361511,"BAIRD, JIM",1,1,0.6821718215942383
IN,H,0.41867595911026,"SPARTZ, VICTORIA",1,0,0.6107062697410583
IN,H,0.3369007408618927,"PENCE, GREG",1,1,0.6752960681915283
IN,H,0.7156893014907837,"GRABOVSKY, ANGELA",0,0,0.31374165415763855
IN,H,0.33275774121284485,"BUCSHON, LARRY D.",1,0,0.6758319735527039
IN,H,0.36070919036865234,"HOUCHIN, ERIN",0,0,0.6541262865066528
IN,SEN,0.41801804304122925,"YOUNG, TODD",1,0,0.6075035929679871
IN,SOS,0.41801804304122925,"MORALES, DIEGO",0,1,0.5738210678100586
KS,AG,0.4250657260417938,"KOBACH, KRIS",0,1,0.5079639554023743
KS,GOV,0.4250657260417938,"SCHMIDT, DEREK",0,1,0.48861414194107056
KS,H,0.34856969118118286,"MANN, TRACEY",1,1,0.6766614317893982
KS,H,0.4166449308395386,"LATURNER, JAKE",1,1,0.5763933658599854
KS,H,0.5227404236793518,"ADKINS, AMANDA L.",0,0,0.43768301606178284
KS,H,0.3886927664279938,"ESTES, RON",1,1,0.6334222555160522
KS,SEN,0.4250657260417938,"MORAN, JERRY",1,0,0.6183164119720459
KS,SOS,0.4250657260417938,"SCHWAB, SCOTT J.",1,0,0.6003788709640503
KY,H,0.28306785225868225,"COMER, JAMES, JR.",1,0,0.7436054944992065
KY,H,0.31313708424568176,"GUTHRIE, BRETT",1,0,0.7324669361114502
KY,H,0.6138749718666077,"RAY, STUART N.",0,0,0.3800828456878662
KY,H,0.3344056010246277,"MASSIE, THOMAS",1,0,0.6766321063041687
KY,H,0.19933365285396576,"ROGERS, HAROLD",1,1,0.8227083086967468
KY,H,0.44393378496170044,"BARR, ANDY",1,0,0.650865912437439
KY,SEN,0.36799895763397217,"PAUL, RAND",1,1,0.6179199814796448
MA,AG,0.6711555123329163,"MCMAHON, JAMES R., III",0,0,0.37112823128700256
MA,GOV,0.6711555123329163,"DIEHL, GEOFF",0,1,0.3516498804092407
MA,H,0.6105231642723083,"MARTILLI, DEAN JAMES",0,0,0.3842887878417969
MA,H,0.6575693488121033,"SOSSA-PAQUETTE, JEFFREY A.",0,1,0.33733561635017395
MA,H,0.6399807333946228,"TRAN, DEAN",0,0,0.3644258379936218
MA,H,0.7599346041679382,"COLARUSSO, CAROLINE",0,1,0.2595095932483673
MA,H,0.6405089497566223,"MAY, BOB",0,0,0.35860779881477356
MA,H,0.8672197461128235,"PALMER, DONNIE DIONICIO, JR.",0,1,0.15159761905670166
MA,H,0.6803287863731384,"BURKE, ROBERT G.",0,0,0.3018084466457367
MA,H,0.5925629138946533,"BROWN, JESSE G.",0,0,0.4080168902873993
MA,SOS,0.6711555123329163,"CAMPBELL, RAYLA",0,1,0.3023754954338074
MD,AG,0.670290470123291,"PEROUTKA, MICHAEL ANTHONY",0,1,0.34956812858581543
MD,GOV,0.670290470123291,"COX, DAN",0,1,0.3323109447956085
MD,H,0.42583006620407104,"HARRIS, ANDY",1,1,0.557938277721405
MD,H,0.6062544584274292,"AMBROSE, NICOLEE",0,1,0.40688544511795044
MD,H,0.6302568912506104,"MORGAN, YURIPZY",0,0,0.3975112736225128
MD,H,0.9118742942810059,"WARNER, JEFF",0,0,0.0967426672577858
MD,H,0.6855451464653015,"PALOMBI, CHRIS",0,1,0.33999088406562805
MD,H,0.5501437187194824,"PARROTT, NEIL C.",0,1,0.45211389660835266
MD,H,0.8225060105323792,"COLLIER, SCOTT M.",0,1,0.1775546818971634
MD,H,0.8179720640182495,"COLL, GREGORY THOMAS",0,0,0.184617817401886
MD,SEN,0.670290470123291,"CHAFFEE, CHRIS",0,1,0.34128472208976746
ME,GOV,0.5466814041137695,"LEPAGE, PAUL R.",0,1,0.4325317144393921
ME,H,0.6173262000083923,"THELANDER, EDWIN",0,0,0.37036409974098206
ME,H,0.46859657764434814,"POLIQUIN, BRUCE",0,1,0.47993096709251404
MI,AG,0.5141348838806152,"DEPERNO, MATTHEW",0,1,0.45599931478500366
MI,GOV,0.5141348838806152,"DIXON, TUDOR M.",0,1,0.44649794697761536
MI,H,0.3995584547519684,"BERGMAN, JACK",1,1,0.6158410906791687
MI,H,0.3564395308494568,"MOOLENAAR, JOHN",1,1,0.6499515771865845
MI,H,0.5432938933372498,"GIBBS, JOHN",0,1,0.43333700299263
MI,H,0.47992074489593506,"HUIZENGA, BILL",1,1,1
MI,H,0.37705305218696594,"WALBERG, TIM",1,1,0.6409119367599487
MI,H,0.6351361870765686,"WILLIAMS, WHITTNEY",0,0,0.3411232829093933
MI,H,0.5026614665985107,"BARRETT, TOM",0,0,0.4723820686340332
MI,H,0.5102989673614502,"JUNGE, PAUL",0,0,0.44650062918663025
MI,H,0.35058343410491943,"MCCLAIN, LISA",1,1,0.6582836508750916
MI,H,0.4950394332408905,"JAMES, JOHN",0,0,0.5025252103805542
MI,H,0.6005011796951294,"AMBROSE, MARK",0,0,0.3868108093738556
MI,H,0.7455095648765564,"ELLIOTT, STEVEN",0,0,0.27042528986930847
MI,H,0.7507249116897583,"BIVINGS, MARTELL D.",0,0,0.2521439492702484
MI,SOS,0.5141348838806152,"KARAMO, KRISTINA ELAINE",0,1,0.42878514528274536
MN,AG,0.5363951325416565,"SCHULTZ, JIM",0,0,0.49581679701805115
MN,GOV,0.5363951325416565,"JENSEN, SCOTT",0,1,0.46044716238975525
MN,H,0.4529727101325989,"FINSTAD, BRAD",1,0,0.5599204301834106
MN,H,0.5366469025611877,"KISTNER, TYLER",0,1,0.47293248772621155
MN,H,0.6069868206977844,"WEILER, TOM",0,0,0.403970867395401
MN,H,0.6919851303100586,"XIONG, MAY LOR",0,0,0.3231048882007599
MN,H,0.8220655918121338,"DAVIS, CICELY",0,0,0.24814161658287048
MN,H,0.40980497002601624,"EMMER, TOM",1,1,0.621150016784668
MN,H,0.33083948493003845,"FISCHBACH, MICHELLE",1,1,0.7079914808273315
MN,H,0.4423179030418396,"STAUBER, PETE",1,1,0.5723941922187805
MN,SOS,0.5363951325416565,"CROCKETT, KIM",0,1,0.45422354340553284
MO,H,0.7966338992118835,"JONES, ANDREW",0,0,0.25035154819488525
MO,H,0.4605923891067505,"WAGNER, ANN",1,1,0.5604550242424011
MO,H,0.36588895320892334,"LUETKEMEYER, BLAINE",1,1,0.6511093378067017
MO,H,0.299317866563797,"ALFORD, MARK",0,1,0.7306022047996521
MO,H,0.634188175201416,"TURK, JACOB",0,1,0.3738740384578705
MO,H,0.3112194538116455,"GRAVES, SAM",1,1,0.7189889550209045
MO,H,0.28916245698928833,"BURLISON, ERIC",0,1,0.7257565855979919
MO,H,0.2395365983247757,"SMITH, JASON",1,1,0.7762874364852905
MO,SEN,0.4216417968273163,"SCHMITT, ERIC",0,1,0.567900538444519
MS,H,0.3391915559768677,"KELLY, TRENT",1,1,0.7297433018684387
MS,H,0.6320009827613831,"FLOWERS, BRIAN",0,1,0.3989809453487396
MS,H,0.3768223226070404,"GUEST, MICHAEL",1,1,0.7073802351951599
MS,H,0.30719494819641113,"EZELL, MIKE",0,0,0.7488062977790833
MT,H,0.4647252559661865,"ZINKE, RYAN K.",0,1,0.5164389610290527
MT,H,0.36231422424316406,"ROSENDALE, MATT",1,1,0.7372158765792847
NC,H,0.5368438959121704,"SMITH, SANDY",0,1,0.4763050079345703
NC,H,0.6461585164070129,"VILLAVERDE, CHRISTINE E.",0,0,0.35322466492652893
NC,H,0.3714938759803772,"MURPHY, GREG",1,1,0.6690290570259094
NC,H,0.6775026917457581,"GEELS, COURTNEY",0,1,0.33093249797821045
NC,H,0.39226633310317993,"FOXX, VIRGINIA",1,1,0.6315268278121948
NC,H,0.5627637505531311,"CASTELLI, CHRISTIAN",0,0,0.4552711248397827
NC,H,0.43556931614875793,"ROUZER, DAVID",1,1,0.5770837068557739
NC,H,0.3276388943195343,"BISHOP, DAN",1,1,0.6991071105003357
NC,H,0.45954227447509766,"HUDSON, RICHARD",1,1,0.5650125741958618
NC,H,0.300174355506897,"MCHENRY, PATRICK",1,0,0.726814866065979
NC,H,0.44851332902908325,"EDWARDS, CHUCK",0,0,0.5472162365913391
NC,H,0.65291428565979,"LEE, TYLER",0,1,0.37253692746162415
NC,H,0.5086205005645752,"HINES, BO",0,1,0.48407405614852905
NC,H,0.583216667175293,"HARRIGAN, PAT",0,0,0.4229414463043213
NC,SEN,0.4931579828262329,"BUDD, TED",0,1,0.5164962410926819
ND,AG,0.3278259038925171,"WRIGLEY, DREW",1,0,0.7112281322479248
ND,H,0.3278259038925171,"ARMSTRONG, KELLY",1,0,1
ND,SEN,0.3278259038925171,"HOEVEN, JOHN",1,0,0.6930715441703796
ND,SOS,0.3278259038925171,"HOWE, MICHAEL",0,0,0.6970151662826538
NE,AG,0.4021594822406769,"HILGERS, MIKE",0,0,1
NE,GOV,0.4021594822406769,"PILLEN, JIM",0,0,0.6220663785934448
NE,H,0.44334813952445984,"FLOOD, MIKE",1,0,0.5791051387786865
NE,H,0.532298743724823,"BACON, DON",1,0,0.5133412480354309
NE,H,0.23551909625530243,"SMITH, ADRIAN",1,1,0.8321447968482971
NE,SOS,0.4021594822406769,"EVNEN, BOB",1,0,1
NH,GOV,0.5374887585639954,"SUNUNU, CHRIS",1,0,0.5787814259529114
NH,H,0.5301219820976257,"LEAVITT, KAROLINE",0,1,0.4593663215637207
NH,H,0.5449087023735046,"BURNS, ROBERT",0,0,0.4413163363933563
NH,SEN,0.5374887585639954,"BOLDUC, DONALD C.",0,1,0.45373865962028503
NJ,H,0.6238049864768982,"GUSTAFSON, CLAIRE",0,0,0.3608560562133789
NJ,H,0.4750916361808777,"VAN DREW, JEFF",1,1,0.5956087708473206
NJ,H,0.5709161162376404,"HEALEY, BOB",0,0,0.4403468668460846
NJ,H,0.38635605573654175,"SMITH, CHRISTOPHER H.",1,0,0.6808397173881531
NJ,H,0.5627875924110413,"PALLOTTA, FRANK T.",0,0,0.44745132327079773
NJ,H,0.5974907279014587,"KILEY, SUSAN M.",0,0,0.4165215790271759
NJ,H,0.5195991396903992,"KEAN, THOMAS H., JR.",0,0,0.5140135288238525
NJ,H,0.7290327548980713,"ARROYO, MARCOS",0,0,0.24942517280578613
NJ,H,0.5955361127853394,"PREMPEH, BILLY",0,1,0.4426419734954834
NJ,H,0.8127526044845581,"PINCKNEY, DAVID H.",0,0,0.20566962659358978
NJ,H,0.5857366323471069,"DEGROOT, PAUL",0,0,0.40514686703681946
NJ,H,0.6744347810745239,"MAYFIELD, DARIUS",0,1,0.3625790774822235
NM,AG,0.5551849007606506,"GAY, JEREMY MICHAEL",0,0,0.44693467020988464
NM,GOV,0.5551849007606506,"RONCHETTI, MARK V.",0,0,0.4672837555408478
NM,H,0.574108898639679,"HOLMES, MICHELLE GARCIA",0,1,0.4424278140068054
NM,H,0.5299994349479675,"HERRELL, YVETTE",1,1,0.49649572372436523
NM,H,0.5548475384712219,"JOHNSON, ALEXIS MARTINEZ",0,0,0.41842517256736755
NM,SOS,0.5551849007606506,"TRUJILLO, AUDREY",0,1,0.4388849139213562
NV,AG,0.512231171131134,"CHATTAH, SIGAL",0,1,0.459179550409317
NV,GOV,0.512231171131134,"LOMBARDO, JOE",0,0,0.5078550577163696
NV,H,0.5435272455215454,"ROBERTSON, MARK",0,0,0.47124284505844116
NV,H,0.44328412413597107,"AMODEI, MARK E.",1,0,0.6124297380447388
NV,H,0.5338230729103088,"BECKER, APRIL",0,1,0.48016607761383057
NV,H,0.5422694087028503,"PETERS, SAM",0,1,0.4758480191230774
NV,SEN,0.512231171131134,"LAXALT, ADAM PAUL",0,1,0.49599072337150574
NV,SOS,0.512231171131134,"MARCHANT, JIM",0,1,0.48809218406677246
NY,AG,0.6172717809677124,"HENRY, MICHAEL",0,0,0.4537072479724884
NY,GOV,0.6172717809677124,"ZELDIN, LEE",0,1,0.46799641847610474
NY,H,0.5010793805122375,"LALOTA, NICHOLAS J.",0,0,0.555076539516449
NY,H,0.49241018295288086,"GARBARINO, ANDREW R.",1,0,0.607257604598999
NY,H,0.5412608981132507,"SANTOS, GEORGE A. D.",0,1,0.5376436114311218
NY,H,0.5734661221504211,"D'ESPOSITO, ANTHONY P.",0,0,0.5179581046104431
NY,H,0.8136047720909119,"KING, PAUL",0,0,0.24788369238376617
NY,H,0.6528638005256653,"ZMICH, THOMAS J.",0,1,0.3604568839073181
NY,H,0.8160741925239563,"PAGAN, JUAN",0,0,0.19313162565231323
